DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	10q21.2	10	61547717	TMEM26	TMEM26-AS1 - C10orf107	101928781	219621		54284	115210	rs2787702-?	rs2787702	0	2787702	intergenic_variant	1	NR	9E-6	5.045757490560675				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	10q21.2	10	61589009	C10orf107	TMEM26-AS1 - C10orf107	101928781	219621		95576	73918	rs1350172-?	rs1350172	0	1350172	regulatory_region_variant	1	NR	4E-7	6.3979400086720375				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	10q22.1	10	69503508	TSPAN15	TSPAN15			23555			rs1227969-?	rs1227969	0	1227969	intron_variant	0	NR	6E-7	6.221848749616356				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	11q24.1	11	121333892	SC5DL	SC5D - BMPR1APS2	6309	100533800		20482	27761	rs4936613-?	rs4936613	0	4936613	intergenic_variant	1	NR	6E-6	5.221848749616356				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	15q26.3	15	100711514	ASB7	ASB7 - LOC105371024	140460	105371024		59813	4538	rs184234-?	rs184234	0	184234	upstream_gene_variant	1	NR	1E-6	6.0				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	16p11.2	16	29895225	SEZ6L2	SEZ6L2			26470			rs4787484-?	rs4787484	0	4787484	intron_variant	0	NR	1E-6	6.0				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	17q21.31	17	43987619	PYY	PYY			5697			rs9895585-?	rs9895585	0	9895585	intron_variant	0	NR	9E-6	5.045757490560675				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	19p12	19	24039984	ZNF254	ZNF254			9534			rs7260598-?	rs7260598	0	7260598	intron_variant	0	NR	6E-6	5.221848749616356				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	21q22.3	21	41855386	PRDM15	PRDM15			63977			rs915832-?	rs915832	0	915832	intron_variant	0	NR	7E-6	5.154901959985743				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (placlitaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	Xq27.1	X	139035247	FGF13	FGF13			2258			rs10521792-?	rs10521792	0	10521792	intron_variant	0	NR	2E-7	6.698970004336019				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	1p31.1	1	82589116	TTLL7	ADGRL2 - LOC105378814	23266	105378814		596378	32357	rs10874322-?	rs10874322	0	10874322	intergenic_variant	1	NR	2E-6	5.698970004336019				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	1q43	1	237457939	RYR2	RYR2			6262			rs1478912-?	rs1478912	0	1478912	intron_variant	0	NR	6E-6	5.221848749616356				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	1q44	1	247051576	ZNF670	ZNF670-ZNF695, ZNF670			100533111, 93474			rs4925540-?	rs4925540	0	4925540	intron_variant	0	NR	2E-6	5.698970004336019				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	2q12.1	2	104542180	POU3F3	LINC01102 - LOC105373524	150568	105373524		29423	38641	rs17624523-?	rs17624523	0	17624523	intergenic_variant	1	NR	8E-6	5.096910013008056				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	3p25.1	3	14439270	SLC6A6	SLC6A6			6533			rs6790433-?	rs6790433	0	6790433	intron_variant	0	NR	1E-6	6.0				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	5p13.1	5	42288491	GHR	LOC101926960 - GHR	101926960	2690		113146	135284	rs11748684-?	rs11748684	0	11748684	intergenic_variant	1	NR	3E-6	5.522878745280337				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	7q21.11	7	82102130	CACNA2D1	CACNA2D1			781			rs258671-?	rs258671	0	258671	intron_variant	0	NR	1E-6	6.0				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	9p24.3	9	1456797	intergenic	LOC102723803			102723803			rs1412259-?	rs1412259	0	1412259	regulatory_region_variant	0	NR	4E-6	5.3979400086720375				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	11p15.3	11	12050956	DKK3	LOC105376554			105376554			rs923175-?	rs923175	0	923175	intron_variant	0	NR	7E-6	5.154901959985743				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	11q14.3	11	89769208	TRIM49	UBTFL2 - TRIM64DP	120126	727828		15228	7773	rs2130017-?	rs2130017	0	2130017	upstream_gene_variant	1	NR	8E-6	5.096910013008056				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	17q21.33	17	50211709	COL1A1	COL1A1 - LOC105371820	1277	105371820		10061	1923	rs2586502-?	rs2586502	0	2586502	intron_variant	1	NR	1E-6	6.0				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	18q11.2	18	24556605	HRH4	EIF4A3P1 - LOC729950	390843	729950		33697	71577	rs12954803-?	rs12954803	0	12954803	intergenic_variant	1	NR	8E-6	5.096910013008056				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	18q21.1	18	48289046	KIAA0427	ZBTB7C			201501			rs1944582-?	rs1944582	0	1944582	intron_variant	0	NR	4E-6	5.3979400086720375				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	19p12	19	24172691	ZNF254	HAVCR1P1 - LOC105376906	100101266	105376906		9244	3347413	rs11668609-?	rs11668609	0	11668609	intergenic_variant	1	NR	3E-6	5.522878745280337				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA				OSCAR							rs10423754-?	rs10423754	0	10423754	intron_variant	1	NR	9E-6	5.045757490560675				Affymetrix, Illumina [~ 1300000]	N
2012-12-06	23006423	Niu N	2012-09-24	BMC Cancer	www.ncbi.nlm.nih.gov/pubmed/23006423	Genetic association with overall survival of taxane-treated lung cancer patients - A genome-wide association study in human lymphoblastoid cell lines followed by a clinical association study.	Response to taxane treatment (docetaxel)	96 African American lymphoblastoid cell lines, 96 European ancestry lymphoblastoid cell lines, 96 Han Chinese ancestry lymphoblastoid cell lines	NA	20p12.1	20	16555769	C20orf23	KIF16B			55614			rs6044112-?	rs6044112	0	6044112	intron_variant	0	NR	7E-7	6.154901959985743				Affymetrix, Illumina [~ 1300000]	N
2015-07-10	25434496	Kim S	2014-11-27	Gene	www.ncbi.nlm.nih.gov/pubmed/25434496	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Prostate-specific antigen levels	554 Korean ancestry individuals	1,575 Korean ancestry individuals	1q32.1	1	205673662	SLC45A3	SLC45A3			85414			rs2153904-C	rs2153904	0	2153904	intron_variant	0	0.5	1E-13	13.0		0.13	[0.091-0.169] unit decrease	Affymetrix [2163106] (imputed)	N
2015-07-10	25434496	Kim S	2014-11-27	Gene	www.ncbi.nlm.nih.gov/pubmed/25434496	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Prostate-specific antigen levels	554 Korean ancestry individuals	1,575 Korean ancestry individuals	1q32.1	1	205787356	SLC41A1	LOC105371702 - SLC41A1	105371702	254428		3733	1737	rs6679073-C	rs6679073	0	6679073	downstream_gene_variant	1	0.5	4E-15	14.397940008672037		0.15	[0.11-0.19] unit decrease	Affymetrix [2163106] (imputed)	N
2015-07-10	25434496	Kim S	2014-11-27	Gene	www.ncbi.nlm.nih.gov/pubmed/25434496	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Prostate-specific antigen levels	554 Korean ancestry individuals	1,575 Korean ancestry individuals	10q11.22	10	46052478	MSMB	MSMB - RPL23AP61	4477	728484		6209	10772	rs4631830-C	rs4631830	0	4631830	regulatory_region_variant	1	0.45	7E-11	10.154901959985743		0.12	[0.081-0.159] unit increase	Affymetrix [2163106] (imputed)	N
2015-07-10	25434496	Kim S	2014-11-27	Gene	www.ncbi.nlm.nih.gov/pubmed/25434496	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Prostate-specific antigen levels	554 Korean ancestry individuals	1,575 Korean ancestry individuals	19q13.33	19	50842312	KLK3, KLK15	LOC105372441			105372441			rs2659051-G	rs2659051	0	2659051	intron_variant	0	0.66	9E-21	20.045757490560675		0.2	[0.16-0.24] unit decrease	Affymetrix [2163106] (imputed)	N
2016-06-08	26129866	Hu N	2015-06-30	Gut	www.ncbi.nlm.nih.gov/pubmed/26129866	Genome-wide association study of gastric adenocarcinoma in Asia: a comparison of associations between cardia and non-cardia tumours.	Cardia gastric cancer	1,189 East Asian ancestry cases,  2,708 East Asian ancestry controls	3,738  East Asian ancestry cases,  7,548  East Asian ancestry controls	5p13.1	5	40790449	PRKAA1	PRKAA1			5562			rs10074991-G	rs10074991	0	10074991	intron_variant	0	0.483	7E-12	11.154901959985743		1.2048193	[1.14-1.27]	Illumina [556896]	N
2015-07-10	25434496	Kim S	2014-11-27	Gene	www.ncbi.nlm.nih.gov/pubmed/25434496	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Prostate-specific antigen levels	554 Korean ancestry individuals	1,575 Korean ancestry individuals	1q32.1	1	205756218	NUCKS1, RAB7L1	NUCKS1 - RAB29	64710	8934		5974	11768	rs823123-G	rs823123	0	823123	intergenic_variant	1	0.16	5E-13	12.301029995663981		0.19	[0.13-0.25] unit increase	Affymetrix [2163106] (imputed)	N
2013-11-07	23666239	Chung CC	2013-05-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23666239	Meta-analysis identifies four new loci associated with testicular germ cell tumor.	Testicular germ cell tumor	582 European ancestry male cases, 1,056 European ancestry male controls	3,560 European ancestry male cases, 8,510 European ancestry male controls	5q31.3	5	142302223	SPRY4	LOC107986455 - SPRY4	107986455	81848		109105	8204	rs4624820-G	rs4624820	0	4624820	intergenic_variant	1	NR	8E-10	9.096910013008056		1.6393	[1.39-1.89]	Illumina [NR]	N
2014-05-12	24096698	De Vivo I	2013-10-06	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/24096698	Genome-wide association study of endometrial cancer in E2C2.	Endometrial cancer	up to 2,695 European ancestry cases, up to 2,777 European ancestry controls	up to 3,235 cases, up to 12,059 controls	22q13.32	22	48345986	intergenic	LOC105373080 - LOC105373081	105373080	105373081		4251	5354	rs4407-?	rs4407	0	4407	intergenic_variant	1	NR	2E-6	5.698970004336019	(Endometroid subtype)			Illumina [873935]	N
2014-02-04	21946351	Stacey SN	2011-09-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21946351	A germline variant in the TP53 polyadenylation signal confers cancer susceptibility.	Basal cell carcinoma	2,121 European ancestry cases, 39,614 European ancestry controls	2,506 European and other ancestry cases, 15,101 European and other ancestry controls	17p13.1	17	7668434	TP53	TP53			7157			rs78378222-C	rs78378222	0	78378222	3_prime_UTR_variant	0	NR	2E-20	19.69897000433602		2.16	[1.83-2.54]	Illumina [~ 16000000] (imputed)	N
2014-02-11	19151717	Rafnar T	2009-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19151717	Sequence variants at the TERT-CLPTM1L locus associate with many cancer types.	Basal cell carcinoma	1,505 European ancestry cases, 28,890 European ancestry controls	1,060 European ancestry cases, 515 European ancestry controls	5p15.33	5	1321972	TERT, CLPTM1L	CLPTM1L			81037			rs401681-C	rs401681	0	401681	intron_variant	0	0.56	4E-12	11.397940008672037		1.25	[1.18-1.34]	Illumina [302140]	N
2016-11-16	26732429	Wang Z	2016-01-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26732429	Meta-analysis of genome-wide association studies identifies multiple lung cancer susceptibility loci in never-smoking Asian women.	Adenocarcinoma	Up to 5,744 Chinese ancestry cases, up to 4,817 Chinese ancestry controls, up to 1,133 Japanese ancestry cases, up to 1,460 Japanese ancestry controls	Up to 4,647 Chinese ancestry cases, up to 4,099 Chinese ancestry controls, up to 1,231 Japanese ancestry cases, up to 2,947 Japanese ancestry controls	6p21.1	6	41525674	DQ141194	FOXP4-AS1			101060264			rs7741164-A	rs7741164	0	7741164	intron_variant	0	0.308	1E-12	12.0		1.18	[1.13-1.24]	Affymetrix, Illumina [7564751] (imputed)	N
2016-11-16	26732429	Wang Z	2016-01-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26732429	Meta-analysis of genome-wide association studies identifies multiple lung cancer susceptibility loci in never-smoking Asian women.	Adenocarcinoma	Up to 5,744 Chinese ancestry cases, up to 4,817 Chinese ancestry controls, up to 1,133 Japanese ancestry cases, up to 1,460 Japanese ancestry controls	Up to 4,647 Chinese ancestry cases, up to 4,099 Chinese ancestry controls, up to 1,231 Japanese ancestry cases, up to 2,947 Japanese ancestry controls	9p21.3	9	22160088	Intergenic	CDKN2B-AS1 - DMRTA1	100048912	63951		38991	286753	rs72658409-?	rs72658409	0	72658409	intergenic_variant	1	0.927	2E-9	8.698970004336019		1.2987013	[1.19-1.41]	Affymetrix, Illumina [7564751] (imputed)	N
2016-11-16	26732429	Wang Z	2016-01-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26732429	Meta-analysis of genome-wide association studies identifies multiple lung cancer susceptibility loci in never-smoking Asian women.	Adenocarcinoma	Up to 5,744 Chinese ancestry cases, up to 4,817 Chinese ancestry controls, up to 1,133 Japanese ancestry cases, up to 1,460 Japanese ancestry controls	Up to 4,647 Chinese ancestry cases, up to 4,099 Chinese ancestry controls, up to 1,231 Japanese ancestry cases, up to 2,947 Japanese ancestry controls	12q13.13	12	51955287	ACVR1B	ACVR1B			91			rs11610143-?	rs11610143	0	11610143	intron_variant	0	0.685	2E-9	8.698970004336019		1.1363636	[1.09-1.19]	Affymetrix, Illumina [7564751] (imputed)	N
2016-11-16	26732429	Wang Z	2016-01-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26732429	Meta-analysis of genome-wide association studies identifies multiple lung cancer susceptibility loci in never-smoking Asian women.	Adenocarcinoma	Up to 5,744 Chinese ancestry cases, up to 4,817 Chinese ancestry controls, up to 1,133 Japanese ancestry cases, up to 1,460 Japanese ancestry controls	Up to 4,647 Chinese ancestry cases, up to 4,099 Chinese ancestry controls, up to 1,231 Japanese ancestry cases, up to 2,947 Japanese ancestry controls	17q25.3	17	78169467	SYNGR2	SYNGR2			9144			rs3794742-?	rs3794742	0	3794742	intron_variant	0	0.483	1E-6	6.0		1.098901	[1.06-1.15]	Affymetrix, Illumina [7564751] (imputed)	N
2016-11-16	26732429	Wang Z	2016-01-04	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/26732429	Meta-analysis of genome-wide association studies identifies multiple lung cancer susceptibility loci in never-smoking Asian women.	Adenocarcinoma	Up to 5,744 Chinese ancestry cases, up to 4,817 Chinese ancestry controls, up to 1,133 Japanese ancestry cases, up to 1,460 Japanese ancestry controls	Up to 4,647 Chinese ancestry cases, up to 4,099 Chinese ancestry controls, up to 1,231 Japanese ancestry cases, up to 2,947 Japanese ancestry controls	8p22	8	17650455	Intergenic	MTUS1			57509			rs4921799-?	rs4921799	0	4921799	intron_variant	0	0.171	3E-6	5.522878745280337		1.1235955		Affymetrix, Illumina [7564751] (imputed)	N
2017-03-20	27492634	Du Y	2016-08-01	Endocr Relat Cancer	www.ncbi.nlm.nih.gov/pubmed/27492634	Genetic associations with neuroendocrine tumor risk: results from a genome-wide association study.	Small intestine neuroendocrine tumor	293 European ancestry cases, 4,542 European ancestry controls, up to 241 controls	NA	12q23.1	12	96098670	ELK3, LTA4H	LOC105369923			105369923			rs2540513-?	rs2540513	0	2540513	downstream_gene_variant	0	NR	3E-9	8.522878745280337		1.87	[NR]	Affymetrix [613218]	N
2017-03-20	27492634	Du Y	2016-08-01	Endocr Relat Cancer	www.ncbi.nlm.nih.gov/pubmed/27492634	Genetic associations with neuroendocrine tumor risk: results from a genome-wide association study.	Bronchial neuroendocrine tumor	128 European ancestry cases, 4,542 European ancestry controls	NA	10p11.21	10	35955481	intergenic	LOC105376495 - LOC107984222	105376495	107984222		56518	88924	rs10827565-?	rs10827565	0	10827565	intergenic_variant	1	NR	1E-11	11.0		2.992	NR	Affymetrix [613218]	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40847202	CYP2A6	CYP2A6			1548			rs56113850-T	rs56113850	0	56113850	intron_variant	0	NR	1E-50	50.0		0.3644	[0.32-0.41] unit decrease	Illumina [11892802] (imputed)	N
2017-02-19	27488534	Patel YM	2016-08-03	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27488534	Novel Association of Genetic Markers Affecting CYP2A6 activity and Lung Cancer Risk.	nicotine metabolite ratio in current smokers	437 European ancestry individuals, 364 African American individuals, 453 Latino individuals, 674 Japanese American individuals, 311 Native Hawaiian ancestry individuals	NA	19q13.2	19	40864271	CYP2A6, CYP2A7	CYP2A6 - CYP2A7	1548	1549		13824	11168	rs113029345-C	rs113029345	1	3875150	intron_variant	1	NR	1E-41	41.0		0.3592	[0.31-0.41] unit increase	Illumina [11892802] (imputed)	N
